총20017건
순번,판례ID,제목,법원,사건유형,판결유형,선고일자
17664,346900,"청구할인, 포인트할인은 교육세 과세표준인 수익금액에 해당하지 않음",서울행정법원,하급심,일반행정,2023.05.25
17665,350282,공익법인이 특수관계인에게 지급한 인건비에 대한 가산세를 부과하는 처분은 적법함,전주지방법원,하급심,일반행정,2023.04.20
17666,346924,매출누락 및 가공업체 명의의 매출신고인지 여부 등,서울행정법원,하급심,일반행정,2021.11.30
17667,346974,이 사건 토지 취득 이전에 설치되어 있던 이 사건 도로의 존재는 토지를 업무에 사용하지 못한 정당한 사유에 해당한다고 볼 수 없음,서울고등법원,하급심,일반행정,2021.07.22
17668,346982,오피스텔 신축분양업의 사업자는 오피스텔 등기명의자임 ‘상시주거용으로 사용하는 주택과 이에 부수되는 토지의 임대 용역 공급에 부수하는 재화의 공급’에 해당하지 않는다고 본 사례,서울행정법원,하급심,일반행정,2022.04.14
17669,350352,(제1심과 같음) 물상보증인이 아닌 채무자에 대한 배당을 하는 때에는 민법 제368조 제1항에 따라 부동산 경매대가에 비례하여 채권의 분담을 정함,서울남부지방법원,하급심,민사,2023.02.10
17670,350330,피고에 대한 배당은 위법함,서울서부지방법원,하급심,민사,2023.05.16
17671,347024,손해배상금,서울남부지방법원,하급심,민사,2022.07.07
17672,350416,채권자취소권 행사에 있어서 제척기간의 기산점인 채권자가 ‘취소원인을 안 날’이란,울산지방법원,하급심,민사,2023.08.23
17673,346930,(1심판결 인용) 사기기타 부정한 행위로 매출원가 과다계상하였는지,부산고등법원(창원),하급심,일반행정,2021.08.11
17674,347064,(심리불속행) 이 사건 소득처분 및 소득금액변동통지가 회생채권에 해당하는 것으로서 위법한지 여부,대법원,대법원,일반행정,2022.02.17
17675,347092,(심리불속행) 원고가 지출한 비용이 필요경비에 해당하는지 여부,대법원,대법원,일반행정,2022.07.28
17676,350464,용역비가 오로지 주택건축 사업부문에 국한되어 지출된 것으로 단정할 수 없음,서울고등법원,하급심,일반행정,2023.07.07
17677,347120,1세대1주택 양도소득 비과세특례 해당여부,서울행정법원,하급심,일반행정,2023.04.21
17678,347128,특허권의 귀속자가 누구인지,부산고등법원,하급심,일반행정,2023.07.07
17679,347160,중소기업 특별세액 감면대상인 소기업에 해당하지 않음,서울고등법원,하급심,일반행정,2021.11.25
17680,350530,원고가 이 사건 단체에 이 사건 장소를 무상임대하였다거나 이 사건 장소의 임대료 시가를 이 사건 수수료 상당액으로 인정하기 부족함,서울행정법원,하급심,일반행정,2023.04.21
17681,350574,"원고는 2016년 과세기간에 신규로 사업을 개시하였다고 보아야 하고, 이와 달리 이 사건 임대수입이 발생한 2015년에 신규로 임대업 등의 사업을 개시하였다고 볼 수 없음",서울행정법원,하급심,일반행정,2023.07.13
17682,347200,(심리불속행)특수관계 법인에게 무상담보제공 행위는 우회대여에 해당하여 부당행위계산 부인에 해당함,대법원,대법원,일반행정,2022.09.29
17683,350610,(무변론) 가등기 말소,해남지원,하급심,민사,2023.08.29
17684,350618,과세관청이 부과처분의 법리적 근거에 대한 구체적 법조항이나 판례를 제시하지 않았다고 하여 불법행위라 할 수 없음,서울중앙지방법원,하급심,민사,2022.02.24
17685,347266,양도소득세 산정방법에 대한 지식 부족은 법률의 부지로 피고의 선의 여부 판별에 참작할 요소가 아님,의정부지방법원,하급심,민사,2022.12.22
17686,350640,원고가 제출한 증거들만으로는 망인이 이 사건 양도를 함에 있어서 조세 회피와 상관없는 뚜렷한 목적이 있었다거나 명의신탁 당시에나 장래에 회피될 조세가 없었다고 보기 부족함,서울행정법원,하급심,일반행정,2023.06.16
17687,350670,추심금 청구의 소,동부지원,하급심,민사,2023.06.15
17688,347312,가정어린이집이 1세대 1주택을 판단할 때의 주택 수에 포함되는지 여부,수원고등법원,하급심,일반행정,2021.12.03
17689,347270,"원고는 거주주택 양도 당시 임대주택은 관할행정청에 임대업등록이 완료되지 않아, 거주주택 과세특례 요건인 장기임대주택에 해당되지 않아 비과세 대상에 해당하지 아니함",서울고등법원,하급심,일반행정,2023.03.16
17690,347350,"8년 재촌,자경요건을 갖추지 못하였으므로 감면배제한 것은 적법함",대전고등법원,하급심,일반행정,2023.02.09
17691,347364,미수채권 등 임의포기 및 상표권 수수료 미수취에 대한 부당행위계산 여부,대법원,대법원,일반행정,2023.05.18
17692,347384,대표이사가 원고가 설립되기 전에 이 사건 발명을 완성하였다거나 직무와 무관하게 이 사건 발명을 한 것이라고 인정하기에 부족함.,창원지방법원,하급심,일반행정,2022.12.22
17693,347420,이 사건 증여가 사해행위에 해당하는지 여부,대구고등법원,하급심,민사,2023.06.22
17694,350762,사해행위취소,서산지원,하급심,민사,2022.09.27
17695,350798,(심리불속행)양도소득세 감면 혜택을 누릴 목적으로 공부상으로만 주택으로 용도변경이 이루어진 것으로 볼 여지가 많음,대법원,대법원,일반행정,2023.07.13
17696,347430,이 사건 쟁점주택 양도가 1세대 3주택 해당되어 장기보유특별공제 배제 및 중과세율 적용 대상인지 여부,대법원,대법원,일반행정,2023.07.13
17697,350860,요양원과 주택을 일괄양도했으므로 안분계산한 가액을 기준으로 양도차익을 계산한 이 사건 처분은 적법함,대전지방법원,하급심,일반행정,2023.09.21
17698,347460,부가가치세 가산세 부과처분 취소 청구의 소,서울행정법원,하급심,일반행정,2022.08.25
17699,347542,체납자가 지급받아야 할 급여를 체납자의 특수관계인 계좌로 지급받은 것이 사해행위에 해당하는지 여부,여주지원,하급심,민사,2023.10.25
17700,350886,피고는 근저당권설정등기의 말소등기절차를 이행,밀양지원,하급심,민사,2023.10.11
17701,347526,주택의 부속토지만을 소유한 자도 주택분 종합부동산세의 납세의무자임,대구지방법원,하급심,일반행정,2023.06.08
17702,347554,체납자를 대위하여 체납자 소유 부동산에 설정된 근저당권설정등기의 말소를 구할 수 있는지,대구지방법원,하급심,민사,2024.01.10
17703,347590,개정된 국세기본법 제51조 제11항 적용가능한지 여부,대구지방법원,하급심,일반행정,2023.12.14
17704,350960,사해행위취소 대상의 피보전채권이 존재하는지 여부,서울북부지방법원,하급심,민사,2023.08.22
17705,347614,피고와 체납자 사이에 체결된 부동산 매매계약은 사해행위임,대전지방법원,하급심,민사,2024.01.10
17706,350998,배당기준일 전 3개월 이내에 취득한 자회사의 주식을 보유함으로써 발생하는 수입배당금액에 대하여는 익금불산입 특례가 적용되지 않음,대구고등법원,하급심,일반행정,2023.09.15
17707,351016,가업상속공제대상의 적정 여부(정기예금의 영업활동 직접 관련 여부),서울행정법원,하급심,일반행정,2023.05.18
17708,347648,"부동산에 관하여 소유권이전등기가 마쳐져 있는 경우, 특별한 사정이 없는 한 그 원인과 절차에 있어서 적법하게 마쳐진 것으로 추정됨",부산고등법원,하급심,일반행정,2023.12.01
17709,351034,선행 소송의 결과에 따라 관련 세목의 과세표준과 세액의 조정이 필요한 경우 특례제척기간의 적용 여부,서울행정법원,하급심,일반행정,2023.01.20
17710,347704,양도소득세 납부세액은 종합소득세 결정세액에서 기납부세액으로 공제할 수 없음,서울고등법원,하급심,일반행정,2023.02.01
17711,351058,사해행위취소,서울고등법원,하급심,민사,2023.04.06
17712,350964,해외비상장주식에 대한 이 사건 보충적 평가방법은 우리나라의 문화 역사 경제상황을 반영한 입법정책의 문제로서 국내재산 평가와 같은 기준이 적합함,서울행정법원,하급심,일반행정,2022.11.10
17713,347742,법인의 과점주주로서 주주권을 행사할 수 있는 지위에 있는 자를 제2차납세의무자로 지정한 것은 적절함,대구지방법원,하급심,일반행정,2024.02.07
17714,347768,토지사용계약의 해지?해제에 따른 토지 임대소득 과세 적법 여부,서울고등법원,하급심,일반행정,2023.04.12
17715,347786,주택 양도 당시 임차인이 오피스텔을 주거용으로 사용하였으므로 주택 양도 당시 세대가 보유한 주택 수에 포함하는 것이 타당함,서울행정법원,하급심,일반행정,2023.12.20
17716,351118,명의상 사업자인 원고가 실제 사업자에 해당하는지,서울행정법원,하급심,일반행정,2022.12.16
17717,347834,압류해제 거부처분에 대한 취소소송은 국세기본법이 정한 전심절차를 거쳐야 함,인천지방법원,하급심,일반행정,2023.11.02
17718,351168,원고 진AA드를 제외한 소사장 법인들이 독립된 거래주체에 해당하는지 여부 등(제2차납세의무자 지정 및 중복조사 여부),수원지방법원,하급심,일반행정,2023.08.17
17719,351220,피고가 보관하고 있는 정보를 이미 공개하였으므로 그 처분의 무효를 구하는 소는 법률상 이익이 없으므로 각하,서울행정법원,하급심,일반행정,2023.05.12
17720,351240,이 사건 노무비 등과 관련하여 원고가 이를 증명하여야 함에도 그 주장을 뒷받침할 수 있는 객관적인 자료를 제시하지 못하고 있어 믿기 어려움,부산지방법원,하급심,일반행정,2023.04.13
17721,351266,이 사건 세금계산서는 재화를 공급받지 않고 발급된 거짓세금계산서로 볼 수 있음,대법원,대법원,일반행정,2023.12.07
17722,351296,근저당권설정등기 말소 대상 여부,부산지방법원,하급심,민사,2023.10.31
17723,347906,과세관청이 간주정상이자율을 이 사건 거래의 정상이자율로 선택하여 적용할 수 있다고 볼 수 없음,서울고등법원,하급심,일반행정,2023.08.18
17724,347908,(심리불속행) 지주회사가 자회사에 자금을 지원하고 그와 관련하여 받는 대여이자는 그 중 일부를 비과세사업의 대가로 분리하거나 특정할 만한 방법이 있다고 보이지 않고 안분계산 방법을 적용하는 것이 그 성격상 불가능하므로 매입세액에서 모두 공제하여야 함,대법원,대법원,일반행정,2023.03.30
17725,347936,공동주택 공시가격이 없는 경우 개별주택가격에 따라 처분할 수 있는지 여부,서울행정법원,하급심,일반행정,2023.05.17
17726,351350,채무초과상태에서 부동산을 매도하여 소비하기 쉬운 금전으로 바꾸는 행위는 채권의 공동담보의 부족을 심화시키는 행위로서 채권자를 해하는 사해행위에 해당함,서울고등법원(인천),하급심,민사,2023.10.13
17727,347958,"원고 회사가 세금계산서를 발행하지 아니한 후 매출액을 개인계좌로 송금 받고, 의도적으로 매출액을 실제보다 적게 신고한 행위는 부정행위로 조세를 포탈한 경우에 해당한다고 봄이 타당함",창원지방법원,하급심,일반행정,2023.02.02
17728,347982,(심리불속행)법인대표자 명의대여하여 인정상여처분 시 무효여부 및 제척기간 도과여부,대법원,대법원,일반행정,2023.08.31
17729,347966,명의신탁한 주식을 증여한 것은 신탁행위에 기한 기존 반환의무의 이행에 해당함,청주지방법원,하급심,민사,2022.11.10
17730,351424,"미수취 상표권 사용료 산정방법 중 시장접근법은 객관적,합리적 방법으로 볼 수 없음",서울고등법원,하급심,일반행정,2023.10.17
17731,348030,사해행위취소,부산고등법원,하급심,민사,2023.05.11
17732,348028,사해행위당시 조세채권이 성립되리라는 점에 대한 고도의 개연성이 있다고 인정되는 경우 조세채무자의 소극재산에 본세 및 가산세도 포함됨,대법원,대법원,민사,2023.06.29
17733,348054,등록전 매입세액을 공제하지 않은 처분은 적법함,인천지방법원,하급심,일반행정,2024.01.18
17734,348076,개정된 조세특례제한법 시행령 제97조 제1항(공동소유 장기임대주택 호수 산정)이 법률의 위임 범위를 일탈하였거나 입법재량을 남용한 무효인 규정이라 볼 수 없음,대법원,대법원,일반행정,2024.01.11
17735,351504,차량렌트료에 포함된 보험료상당액은 부가가치세 면제대상인 보험용역 공급에 대한 대가에 해당하지 않음,서울행정법원,하급심,일반행정,2022.09.23
17736,351508,특수관계인으로부터 비상장주식을 액면가로 저가양수한 것을 상증법상 명의신탁재산의 증여의제로 보아 한 처분은 적법함,수원지방법원,하급심,일반행정,2024.01.10
17737,351530,이 사건 호실 중 체납조합원 명의의 각 공유지분에 관한 소유권보존등기는 실질관계와 일치하지 않는 원인무효의 등기임,서울서부지방법원,하급심,민사,2023.02.15
17738,348126,조세특례제한법 106조의7에 따른 경감세액이 부가가치세 환급대상인지 여부,부산지방법원,하급심,일반행정,2020.03.24
17739,351558,타인에게 소득을 이전할 법적 또는 계약상의 의무가 없으면 조세조약상 수익적 소유자에 해당함,서울고등법원,하급심,일반행정,2023.09.06
17740,351592,진정명의 회복을 원인으로 소유권이전등기되는 토지의 압류등기는 말소되어야 함,서울중앙지방법원,하급심,민사,2023.09.14
17741,351618,사실관계 변동에 대해 아무런 증명 없이 환송판결이 부당하다는 주장은 환송판결의 기속력에 반함,서울고등법원,하급심,일반행정,2023.01.10
17742,351570,"종합부동산세 관련 법률조항들은 헌법상 평등의 원칙, 과잉금지원칙, 신뢰보호원칙 등을 위반하였다고 볼 수 없음",부산고등법원,하급심,일반행정,2024.02.07
17743,348218,정상가격 산출방법 및 비교대상업체 선정이 적법한지 여부,수원지방법원,하급심,일반행정,2023.11.08
17744,348236,이 사건 돈은 원고가 상속재산분할협의에 따라 망인으로부터 상속받은 것이 아니라 어머니로부터 증여받았다고 봄이 타당함,수원고등법원,하급심,일반행정,2023.03.24
17745,348448,출자자의 제2차 납세의무와 관련하여 원고가 실질 주주가 아니라는 점을 입증하여야 함,서울행정법원,하급심,일반행정,2023.01.20
17746,348264,이 사건 특허권 실시료 미수취는 경제적 합리성이 결여된 비정상적인 것임,서울행정법원,하급심,일반행정,2023.04.25
17747,348462,제3자마일리지 상당액은 교육세 과세표준에서 제외될 수 없음,서울고등법원,하급심,일반행정,2024.02.27
17748,348480,매매계약서에 토지와 건물을 구분 기재하였더라도 조세 회피 의도 목적을 가진 것이 증명되는 경우 토지와 건물 등의 가액 구분이 불분명한 떄로 보아 토지와 건물의 기준시가로 안분계산하여 과세한 처분은 적법함,서울고등법원,하급심,일반행정,2024.02.02
17749,348354,"교육세법 시행령 제4조 제2항 제10호의 ’신용카드 발행자‘(여신전문금융업법 제2조 제2호의 신용카드 발행업무를 행하는 신용카드업자)는 여신전문금융업법 제2조 제2의2호의 ‘신용카드업자’를 전제로 한 개념으로 보이고, 해외 신용카드 발행자에게 지급된 발급사보전수수료를 수익금액에서 제외하지 않는 것으로 해석됨",서울고등법원,하급심,일반행정,2023.01.12
17750,348324,탈세 관련 정보 공개 의무,대전지방법원,하급심,일반행정,2023.10.26
17751,348370,임의경매에 대한 배당시 조세채권보다 법정기일이 앞서는 근저당권부 채권이 우선 배당받게 됨,서울중앙지방법원,하급심,민사,2023.04.18
17752,345454,소외 체납자가 원고에게 유일한 재산인 부동산을 증여한 것은 사해행위에 해당함,부산지방법원,하급심,민사,2023.11.22
17753,348626,명의사업자가 실사업자에게 부당이득반환의무를 부담하는지 여부,서울남부지방법원,하급심,민사,2022.04.14
17754,345494,근저당권 말소,홍성지원,하급심,민사,2023.11.10
17755,345518,"관련사건에서 적극적으로 권리를 주장했으나 패소확정되었다면, 원고의 부당이득반환청구권 소멸시효 기산점은 공매대금 교부받은 시점이 아닌 관련사건 판결이 확정된 시점으로 보는 것이 타당함",서울고등법원,하급심,민사,2023.04.05
17756,345460,취소처분 판결의 효력은 무효확인 소송에도 영향을 미치는 것임,서울고등법원,하급심,일반행정,2024.01.17
17757,345542,"재심대상판결이 상고이유에 관한 주장을 상고심절차에 관한 특례법상 심리불속행 사유에 해당한다고 판단하여 상고 기각한 경우, 재심사유가 있다고 할 수 없음",대법원,대법원,민사,2023.03.30
17758,345498,원고가 임대료 수입금액을 누락하였는지 여부,수원지방법원,하급심,일반행정,2022.12.21
17759,348814,"관련 부가가치세  부과처분 취소소송에서 공동사업자임이 확정 판결받은 바, 다른 사실관계가 확인되지 않는 한 공동사업자에 해당함",서울행정법원,하급심,일반행정,2024.04.23
17760,345652,세무서장을 상대로 배분처분의 취소를 구하는 소는 부적법함,서울행정법원,하급심,일반행정,2022.08.18
17761,345656,2001. 1. 이후 임대를 개시한 장기임대주택의 양도는 조세특례제한법 제97조에서 정하는 감면대상 장기임대주택의 양도에 해당하지 아니함,대법원,대법원,일반행정,2024.03.14
17762,348914,사업과 관련없는 지출에 대한 부가가치세 매입세액 불공제 처분은 적법함,서울고등법원,하급심,일반행정,2023.12.19
17763,348728,쟁점임대주택의 임대의무기간 충족여부,수원지방법원,하급심,일반행정,2024.06.26
17764,345718,사해행위 성립 여부,서울남부지방법원,하급심,민사,2022.09.23
17765,348958,종합부동산법이 헌법에 위반되는지 여부,울산지방법원,하급심,일반행정,2024.07.18
17766,345774,쟁점주택 양도가 1세대 1주택 비과세에 해당하는지 여부,서울행정법원,하급심,일반행정,2022.04.27
17767,349072,상증세법 제45조의5 제1항 본문의 주식보유비율은 직접보유비율만을 의미하고 같은 항 제3호의 총 발행주식총수에 자기주식은 제외되지 아니함,서울행정법원,하급심,일반행정,2024.01.12
17768,349128,원고가 소득의 실질 귀속자에 해당하는지 여부,청주지방법원,하급심,일반행정,2024.07.18
17769,349150,실제 증여 행위가 있었는지 여부,의정부지방법원,하급심,일반행정,2024.04.02
17770,349210,사해행위취소,평택지원,하급심,민사,2023.09.06
17771,345958,이 사건 특허권의 감가상각비를 손금 부인한 것이 적법한 것인지 여부,대구지방법원,하급심,일반행정,2023.09.21
17772,349266,(1심과 같음)체납자가 유일한 부동산의 처분으로 채무초과 상태가 초래되었다면 사해행위에 해당함,광주지방법원,하급심,민사,2024.04.18
17773,349330,회사와 개인에게 대여에 따른 이자로 금원을 수령한 것은 비영업대금의 이익에 해당함,서울행정법원,하급심,일반행정,2024.04.16
17774,346050,"상속재산분할협의가 망인의 상속재산인 부동산을 기여분으로 인정하는 내용의 기여분 협의를 전제로 하여 체결된 것이라면, 사해행위에 해당하지 않음",서울중앙지방법원,하급심,민사,2022.04.27
17775,349420,원고가 체납자의 매출채권을 적법하게 압류하고 통지하였으므로 피고는 체납자를 대위하여 원고에게 추심금을 지급하여야 함,서울동부지방법원,하급심,민사,2024.04.05
17776,349244,이 사건 각 처분이 무효에 해당하는지 여부,서울행정법원,하급심,일반행정,2023.08.22
17777,349276,증여재산의 가액과 양도가액에서 공제하는 필요경비인 취득가액은 동일하여야 함,인천지방법원,하급심,일반행정,2023.10.13
17778,600373,공사대금,대법원,대법원,민사,2024.09.13
17779,600465,청구이의,대법원,대법원,민사,2024.08.01
17780,600577,특정경제범죄가중처벌등에관한법률위반(사기)·사기·유사수신행위의규제에관한법률위반,대법원,대법원,형사,2024.03.12
17781,600525,업무정지처분등취소,대법원,대법원,일반행정,2024.05.30
17782,599809,사기,대법원,대법원,형사,2024.06.27
17783,600583,학교용지부담금부과처분취소,대법원,대법원,일반행정,2024.09.27
17784,599643,공공단체등위탁선거에관한법률위반,대법원,대법원,형사,2023.12.14
17785,599765,법인지방소득세경정거부처분취소,대법원,대법원,세무,2023.11.30
17786,599729,마일리지지급,서울남부지방법원,하급심,민사,2021.11.25
17787,600311,경정청구거부처분취소,서울고법,하급심,세무,2024.12.20
17788,599847,성폭력범죄의처벌등에관한특례법위반(허위영상물편집·반포등)·성폭력범죄의처벌등에관한특례법위반(비밀준수등),대법원,대법원,형사,2024.07.11
17789,599855,소유권이전등기·부당이득금,대법원,대법원,민사,2024.07.11
17790,600313,교통사고처리특례법위반(치상),대구지법,하급심,형사,2025.01.14
17791,351892,사해행위취소,서울남부지방법원,하급심,민사,2023.11.23
17792,351918,종합부동산세액에서 공제되는 재산세액이 종부세의 과세기준금액을 초과하는 영역에 부과되는 재산세액 중 일부만을 공제하도록 하였더라도 구 종부세법 제9조 제4항과 제14조 제7항의 위임 범위와 한계를 벗어나 무효라고 볼 수 없음,서울행정법원,하급심,일반행정,2023.12.26
17793,351938,종전 회생채권을 집행권원으로 하여 이루어진 압류처분은 하자가 중대명백하여 무효에 해당함,서울고등법원,하급심,일반행정,2023.11.17
17794,342930,원고가 부가가치세 및 법인세 신고·납부의무를 해태한 것이나 허위의 세금계산서를 발급·수취한 데에 그 의무해태를 탓할 수 없는 정당한 사유가 있다고 볼 수 없음,서울행정법원,하급심,일반행정,2022.02.25
17795,342990,거짓 매입세금계산서를 수취분에 대한 매입액을 필요경비 부인하여 종합소득세를 과세한 처분이 적법함,대전지방법원,하급심,일반행정,2022.05.18
17796,351988,소유권이전청구권가등기 소멸시효 완성 여부,의정부지방법원,하급심,민사,2024.02.15
17797,343054,소유권이전등기,서울중앙지방법원,하급심,민사,2023.05.09
17798,343094,조합원 추가 분담금이 수익사업의 수입금액에 해당하는지 여부,광주지방법원,하급심,일반행정,2021.06.11
17799,343068,비사업용 토지 여부,제주지방법원,하급심,일반행정,2023.07.25
17800,343114,미등록특허가 국내원천소득에 당하는지 여부,수원지방법원,하급심,일반행정,2021.06.10
17801,343194,"소외회사의 가공의 경상연구개발비로 대체하였다고 하더라도 이는 허위의 자산이 허위의 비용으로 회계상 대체된 것일 뿐, 이를 두고 자산이 사외로 유출된 것은 아니라고 할 것임",서울고등법원,하급심,일반행정,2023.06.20
17802,343222,설정한지 10년이 지난 근저당권의 말소의무,인천지방법원,하급심,민사,2022.07.01
17803,343252,도시개발사업 실시계획 인가?고시된 토지에 대하여 비사업용토지로 보아 장기보유특별공제 배제 및 중과세율 적용 당부,서울고등법원,하급심,일반행정,2022.04.05
17804,343230,(심리불속행) 의제배당 계산시 취득에 사용된 금액의 의미,대법원,대법원,일반행정,2022.11.03
17805,343268,버스조합 구내식당 운영자인 원고는 부가가치세법에서 정한 사업자에 해당함.,대구고등법원,하급심,일반행정,2022.01.21
17806,343272,체납자가 상속재산분할협의를 통하여 자신의 상속분에 관한 권리를 포기한 행위는 사해행위에 해당함,충주지원,하급심,민사,2021.07.22
17807,343300,이 사건 증여계약이 사해행위에 해당하는지 여부,서울중앙지방법원,하급심,민사,2022.10.26
17808,343332,(심리불속행)과세전적부심사 기회를 주지 아니한 것이 중대?명백한 하자로서 무효여부 및 특례제척기간의 적용가능 여부,대법원,대법원,일반행정,2022.04.28
17809,343362,"이 사건 탈세제보는 원고의 조세 탈루사실이 확인될 상당한 정도의 개연성이 인정되는 자료에 해당, 재조사의 예외사유임",수원고등법원,하급심,일반행정,2021.05.14
17810,343366,토지의 취득원가,서울고등법원,하급심,일반행정,2021.05.26
17811,343378,"이 사건 세금계산서 기재 공급가액은 그 기재 내용에 부합하게 재화 등을 공급받은 것이라고 보기 어려우므로, 매입세액 불공제한 이 사건 처분은 적법함",울산지방법원,하급심,일반행정,2022.04.07
17812,343398,이미 확정된 관련 형사판결에서 인정된 사실은 행정소송에서도 사실 인정의 유력한 자료가 됨.,부산지방법원,하급심,일반행정,2023.02.10
17813,343434,법인이 매출사실이 있음에도 불구하고 그 매출액을 장부에 기재하지 아니한 경우에는 특별한 사정이 없는 한 매출누락액 전액이 사외로 유출된 것으로 보아야 함,의정부지방법원,하급심,일반행정,2022.09.20
17814,343394,이 사건 경정청구거부처분이 정당한지 여부,창원지방법원,하급심,일반행정,2022.05.11
17815,350172,과세관청의 부가가치세 무납부고지가 취소소송의 대상이 되는 과세처분인지 여부,대법원,대법원,일반행정,2023.06.01
17816,350234,실지거래가액 인정 여부,청주지방법원,하급심,일반행정,2024.04.18
17817,350274,영농자녀가 증여받는 농지에 대한 감면을 부인하여 증여세를 부과한 처분의 적법 여부,의정부지방법원,하급심,일반행정,2023.07.11
17818,343508,이 사건 부가금이 이자비용에 해당하여 수익사업의 손금으로 산입되는지 여부,서울행정법원,하급심,일반행정,2021.01.26
17819,350254,실물거래 없이 수취한 가공의 세금계산서인지 여부,대구고등법원,하급심,일반행정,2023.07.21
17820,350336,종합부동산세는 헌법에 위반되는 사실이 없어 이 사건 처분은 적법하다,부산지방법원,하급심,일반행정,2023.12.14
17821,343622,교환으로 인한 자산의 양도시기,서울행정법원,하급심,일반행정,2021.10.06
17822,350410,오픈마켓 거래의 가공거래 여부,의정부지방법원,하급심,일반행정,2023.10.24
17823,343672,이 사건 매매계약이 사해행위가 아니라고 보기 어려움,울산지방법원,하급심,민사,2022.05.12
17824,350484,근저당권 말소,고양지원,하급심,민사,2023.12.01
17825,350512,이 사건 특허는 원고가 발명한 것을 대표이사 명의로 출원?등록한 후 원고에게 양도한 것으로 봄이 타당함,의정부지방법원,하급심,일반행정,2023.10.10
17826,343776,가액의 구분이 불분명한 토지와 미완성건물을 함께 공급한 경우 그 미완성건물은 부가가치세법 시행령 제64조에서 규정하는 건물 또는 구축물 등에 해당함,대구지방법원,하급심,일반행정,2022.09.14
17827,343822,비업대금의 이익과 관련하여 최초 금전대여계약과 달리 변경된 약정 이율을 적용하였다는 구체적 증빙이 부족하고 이자소득이 발생한 후에 쌍방간 청구권의 포기 합의가 발생한 이자소득에 영향을 미치지 못함,대전지방법원,하급심,일반행정,2022.04.14
17828,343840,누락소득을 반영하는 경정처분이 처분행위가 있은 후 이루어졌다고 하여 체납자의 사해의사가 없었다고 볼 수 없음,고양지원,하급심,민사,2022.08.10
17829,343882,소유권이전청구권가등기말소청구 등,서울중앙지방법원,하급심,민사,2022.01.14
17830,343914,부친이 이 사건 오피스텔을 명의신탁한 것이라고 볼 수 없음,부산고등법원,하급심,일반행정,2022.11.11
17831,343946,매매예약완결권은 매매예약의 성립일로부터 10년의 제척기간이 경과하면 소멸함,김천지원,하급심,민사,2022.07.08
17832,350710,"선택적 복지포인트는 근조조건 및 금원의 지급으로 볼 수 없어, 구 소득세법 제20조 제1항의 근로소득에",광주고등법원,하급심,일반행정,2024.01.25
17833,350756,실물거래 없이 작성된 세금계산서는 허위이며 허위 세금계산서임을 알았음에도 신고한 사실에 대한 가산세 부과는 정당함,서울행정법원,하급심,일반행정,2023.10.13
17834,344050,압류해제일 기재가 오기인지 및 소멸시효이익 포기 여부,서울중앙지방법원,하급심,민사,2021.10.28
17835,350848,조세채권에 근거하여 배당을 받은 것이므로 부당이득금이라 할 수 없음,서울서부지방법원,하급심,민사,2023.06.23
17836,344120,처분의 무효사유에 대한 판단,대구지방법원,하급심,일반행정,2022.07.21
17837,344158,특정법인과의 거래를 통한 이익 증여에 대한 과세,대법원,대법원,일반행정,2021.09.30
17838,344214,조사사전통지 생략에 위법이 있다고 보기 어려움,서울고등법원,하급심,일반행정,2022.03.31
17839,350970,"소득세법 시행령 제155조 제8항에 따른 "부득이한 사유"로 보아 1세대 1주택에 해당하는지 여부",대법원,대법원,일반행정,2024.04.25
17840,344256,원고가 이 사건 사업장에 대한 부가가치세 납세의무자임을 전제로 한 이 사건 경정거부처분은 위법함,의정부지방법원,하급심,일반행정,2021.08.10
17841,344310,이 사건 건물의 취득가액이 불분명한 것으로 보아 환산가액으로 계산한 이 사건 처분의 적법 여부,울산지방법원,하급심,일반행정,2022.05.12
17842,351072,피담보채권 소멸시효 완성에 따른 근저당권 말소 여부,서부지원,하급심,민사,2024.01.25
17843,344336,공익법인에 해당하는지 여부,수원고등법원,하급심,일반행정,2021.06.11
17844,351162,단말기 할부 지원금이 매출 에누리에 해당하는지 여부,광주고등법원(전주),하급심,일반행정,2023.10.25
17845,344462,비상장법인에 흡수합병되어 교부받은 합병신주가 상장되는 경우 상증법 제41조의3 과세에 해당하지 않음,서울행정법원,하급심,일반행정,2021.12.14
17846,351254,사업명의자 명의로 납부된 세액의 환급청구권자는 사업명의자에게 있음,대법원,대법원,민사,2024.02.29
17847,344522,피합병법인의 고용창출투자세액공제에 대한 합병법인의 승계 이월공제 여부 및 상시근로자수 계산 방법,서울고등법원,하급심,일반행정,2022.07.06
17848,351354,소유권이전등기가 이행되지 않은 거래는 정상적인 양도로 볼 수 없음,수원고등법원,하급심,일반행정,2024.04.17
17849,344620,AA협동조합으로부터 수령한 금액은 위임계약에 따라 받은 보수로서 종전의 소득세 신고내역과 같이 소득세법 제20조에 정한 근로소득으로 봄이 상당함,창원지방법원,하급심,일반행정,2022.09.21
17850,344624,3개월 이내 해당재산의 매매금액을 시가로 보아 부당행위계산부인 규정을 적용한 양도소득세 처분은 적법함.,대법원,대법원,일반행정,2022.09.29
17851,351440,조정대상지역에 있는 1세대 1주택 양도시 비과세요건에는 2년 이상 보유 외에 그 주택에 2년 이상 거주할 것을 요함,대구고등법원,하급심,일반행정,2024.08.30
17852,344718,이 사건 손해배상금은 양도대금의 일부임,서울행정법원,하급심,일반행정,2021.12.22
